Permit Number,Permit Application Type,Date Issued,Building Use,Work Class,Cost of Construction,Number of Units,Number of Stories,Stats Can # of Units Lost,Location,LocType,Subdivision Code,Name,Contact Type Description,Construction Type
PRGA202501771,Garage/Carport,2025-07-16 00:00:00,Residential,Garage/Carport/Accessory Structure,40362.26,0,0,,"2405 5TH AVENUE N, REGINA, SK S4R0S5",Address,Highland Park,RM CONSTRUCTION (2005) LTD.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRGA202501848,Garage/Carport,2025-07-16 00:00:00,Residential,Garage/Carport/Accessory Structure,40000,0,0,,"2701 FRANCIS STREET, REGINA, SK S4N2R4",Address,Assiniboia  Place,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRGA202501860,Garage/Carport,2025-07-16 00:00:00,Residential,Garage/Carport/Accessory Structure,20000,0,0,,"878 N MORRIS CRESCENT, REGINA, SK S4X2L7",Address,Mccarthy Park,REILLYS CONSTRUCTION LTD.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202500814,Renovation/Alteration,2025-07-16 00:00:00,Commercial,Alteration and improvements,480000,0,0,,"2220 E VICTORIA AVENUE, REGINA, SK S4N7B9",Address,Glencairn,1918698 ALBERTA INC.,Property Owner,"522-Office complex; office/store, office/apartment"
PRRN202501609,Renovation/Alteration,2025-07-16 00:00:00,Commercial,Alteration and improvements,300000,0,1,,"328 VICTORIA AVENUE, REGINA, SK S4N0P6",Address,Arcola Sub,MCNAUGHTON JAMIE N - CCRCONSTRUCTION,Contractor,"540-Restaurant, bar, tavern, night club, diner, donut shop"
PRRN202501692,Renovation/Alteration,2025-07-16 00:00:00,Commercial,Alteration and improvements,20000,0,0,,"2712 7TH AVENUE, REGINA, SK S4T0P5",Address,Old 33,2575996 ALBERTA LTD.,Property Owner,315-Apartment - Condominium
PRRN202501833,Renovation/Alteration,2025-07-16 00:00:00,Residential,Alteration and improvements,7000,0,0,,"11 WILLOUGHBY CRESCENT, REGINA, SK S4R5K3",Address,Normanview,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202501886,Renovation/Alteration,2025-07-16 00:00:00,Residential,Alteration and improvements,17500,0,0,,"5013 CORNELL GATE, REGINA, SK S4W0J2",Address,Harbour Landing,REDACTED,Property Owner,"210-Semi-Detached or Double House, single attached home"
PRSF202500973,Single/Semi-Detached Dwelling 1-2 units,2025-07-16 00:00:00,Residential,New construction,157300,1,2,,3064 DUMONT WAY,Address,The Towns,CITY OF REGINA,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSS202501191,Secondary Suite,2025-07-16 00:00:00,Residential,Alteration and improvements,30000,1,0,,"4638 PADWICK ROAD, REGINA, SK S4W0C3",Address,Harbour Landing,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSS202501597,Secondary Suite,2025-07-16 00:00:00,Residential,Alteration and improvements,40000,1,0,,"4403 E BUCKINGHAM DRIVE, REGINA, SK S4V3X4",Address,The Towns,FIRST CALL CONSTRUCTION,Contractor,"330-Row House, garden home, town house, carriage home, quadrex"
PRDE202501801,Demolition,2025-07-17 00:00:00,Residential,Demolition,7500,0,0,1,"1400 E 12TH AVENUE, Unit:42 ROW B, REGINA, SK S4N0M6",Address,Glencairn,REDACTED,Property Owner,130-Mobile Home
PRDE202501838,Demolition,2025-07-17 00:00:00,Residential,Demolition,7500,0,0,1,"1400 E 12TH AVENUE, Unit:49 ROW D, REGINA, SK S4N0M6",Address,Glencairn,GLEN ELM PROPERTIES LTD.,Property Owner,130-Mobile Home
PRDE202501851,Demolition,2025-07-17 00:00:00,Residential,Demolition,46800,0,0,1,"3512 GARNER AVENUE, REGINA, SK S4S1A4",Address,Lakeview Centre,ADAIR'S DEMOLITION LTD.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRDE202501970,Demolition,2025-07-17 00:00:00,Residential,Demolition,4500,0,0,,"1450 RETALLACK STREET, REGINA, SK S4T2J2",Address,Old 33,ADAIR'S DEMOLITION LTD.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRDK202501808,Deck/Sunroom,2025-07-17 00:00:00,Residential,Alteration and improvements,6000,0,0,,"3337 FAVEL DRIVE, REGINA, SK S4V4B1",Address,The Towns,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRDK202501928,Deck/Sunroom,2025-07-17 00:00:00,Residential,Alteration and improvements,6750,0,0,,"8818 WHEAT CRESCENT, REGINA, SK S4Y0H5",Address,Westerra,METRO DECKS - DAVID MELNYK,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRFR202501859,Foundation Repair,2025-07-17 00:00:00,Residential,Alteration and improvements,59000,0,0,,"1560 BROADWAY PLACE, REGINA, SK S4P4S6",Address,Wascana Addition,RAMJACK SASKATCHEWAN,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRGA202500296,Garage/Carport,2025-07-17 00:00:00,Residential,Garage/Carport/Accessory Structure,35000,0,0,,"6607 COLLINS BAY, REGINA, SK S4X1T1",Address,Sherwood Estates,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRMH202501996,Plumbing,2025-07-17 00:00:00,Residential,Mechanical,500,0,0,,"5417 E NICHOLSON AVENUE, REGINA, SK S4V4B3",Address,The Towns,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRMU202501377,Multi-Unit Dwelling 3+ Units,2025-07-17 00:00:00,Residential,New construction,2083150,12,3,,1621 WEST MARKET STREET,Address,Westerra,KDR-CH PROPERTIES REGINA LTD.,Property Owner,"310-Apartment, apartment building, duplex, triplex, quadruple"
PRRN202501912,Renovation/Alteration,2025-07-17 00:00:00,Residential,Alteration and improvements,2000,0,0,,"2943 E MORE CRESCENT, REGINA, SK S4V0T6",Address,Wood Meadows,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202501847,Single/Semi-Detached Dwelling 1-2 units,2025-07-17 00:00:00,Residential,New construction,520000,2,2,,"3095 DUMONT WAY, REGINA, SK S4V3Z3",Address,The Towns,101301324 SASKATCHEWAN LTD.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSS202501849,Secondary Suite,2025-07-17 00:00:00,Residential,Addition to existing building commercial & residential,50000,1,0,,"8754 WHEAT CRESCENT, REGINA, SK S4Y0H6",Address,Westerra,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRBS202501899,Basement Development,2025-07-18 00:00:00,Residential,Alteration and improvements,20000,0,0,,"1920 E 7TH AVENUE, Unit:112, REGINA, SK S4N6M9",Address,Glencairn,REDACTED,Property Owner,335-Row House - Condominium
PRFR202501828,Foundation Repair,2025-07-18 00:00:00,Residential,Alteration and improvements,60000,0,0,,"83 CARDINAL CRESCENT, REGINA, SK S4S4Y6",Address,Whitmore Park,GCA CONSTRUCTION,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRGA202501937,Garage/Carport,2025-07-18 00:00:00,Residential,Garage/Carport/Accessory Structure,15000,0,0,,"4173 E GREEN OLIVE WAY, REGINA, SK S4V1P8",Address,The Greens on Gardiner,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202501002,Renovation/Alteration,2025-07-18 00:00:00,Commercial,Alteration and improvements,60000,0,0,,"2102 11TH AVENUE, REGINA, SK S4P0J5",Address,Old 33,CORNWALL CENTRE INC.,Property Owner,"540-Restaurant, bar, tavern, night club, diner, donut shop"
PRRN202501277,Renovation/Alteration,2025-07-18 00:00:00,Commercial,Alteration and improvements,250000,0,1,,"535 PARK STREET, REGINA, SK S4N5B2",Address,Industrial Ross,535 PARK STREET PROPERTIES LTD.,Property Owner,"510-Retail and wholesale outlets; retail outlet, department store, photographic studio, rental service, beauty salon, hairdressing salon, lumber yard, dry cleaner, laundromat"
PRRN202501686,Renovation/Alteration,2025-07-18 00:00:00,Commercial,Alteration and improvements,200000,0,1,,3799 ROCHDALE BOULEVARD,Address,Hawkstone,CORNERSTONE HOLDINGS LTD.,Property Owner,"540-Restaurant, bar, tavern, night club, diner, donut shop"
PRRN202501852,Renovation/Alteration,2025-07-18 00:00:00,Residential,Alteration and improvements,101000,0,0,,"4029 HILLSDALE STREET, REGINA, SK S4S3Y8",Address,Hillsdale,AL SCHICK CONSTRUCTION LTD - AL SCHICK,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRFR202501947,Foundation Repair,2025-07-20 00:00:00,Residential,Alteration and improvements,31322,0,0,,"55 MCNAUGHTON AVENUE, REGINA, SK S4R4L9",Address,Regent Park,REGINA BASEMENT BRACING - COLE CROWLEY,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRFR202501948,Foundation Repair,2025-07-20 00:00:00,Residential,Alteration and improvements,8795,0,0,,"2634 E THORNICROFT BAY, REGINA, SK S4V0T8",Address,Gardiner Park,REGINA BASEMENT BRACING - COLE CROWLEY,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRBS202502010,Basement Development,2025-07-21 00:00:00,Residential,Alteration and improvements,19000,0,0,,"1379 ROBINSON STREET, REGINA, SK S4T2N5",Address,Old 33,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRDK202501749,Deck/Sunroom,2025-07-21 00:00:00,Residential,New,3000,0,0,,"6221 BALZER STREET, REGINA, SK S4X0J2",Address,Skyview,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRDK202501940,Deck/Sunroom,2025-07-21 00:00:00,Residential,Alteration and improvements,3200,0,0,,"5417 E NICHOLSON AVENUE, REGINA, SK S4V4B3",Address,The Towns,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRFR202501764,Foundation Repair,2025-07-21 00:00:00,Residential,,38700,0,0,,"3543 HAZEL GROVE, REGINA, SK S4V2S7",Address,Woodland Grove,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRNR202501120,New Commercial,2025-07-21 00:00:00,Commercial,New construction,125000,1,1,,3310 LAKEVIEW AVENUE,Address,Lakeview South,WEST OAK INVESTMENTS - MICHAEL HARLOS,Contractor,"562-Outdoor recreational building; country club, golf club campground facilities, outdoor skating rink, outdoor swimming pool"
PRRN202501398,Renovation/Alteration,2025-07-21 00:00:00,Commercial,Alteration and improvements,47240,0,1,,"3850 GREEN FALLS DRIVE, REGINA, SK S4V3N5",Address,The Greens on Gardiner,2418991 ONTARIO LIMITED,Property Owner,"520-Office building; consultant’s office, doctor’s office, insurance company, bank, taxi stand, office/cafeteria, office/smoke shop"
PRRN202501672,Renovation/Alteration,2025-07-21 00:00:00,Residential,Alteration,6000,0,0,,"3624 GREEN BANK ROAD, REGINA, SK S4V1M4",Address,The Greens on Gardiner,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202501853,Renovation/Alteration,2025-07-21 00:00:00,Residential,Alteration and improvements,2000,0,0,,"2936 ROBINSON STREET, REGINA, SK S4S1V1",Address,Lakeview,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202501873,Renovation/Alteration,2025-07-21 00:00:00,Residential,Alteration and improvements,5000,0,0,,"3434 E PHANEUF CRESCENT, REGINA, SK S4V1V5",Address,Wood Meadows,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202501895,Renovation/Alteration,2025-07-21 00:00:00,Commercial,Alteration and improvements,5000,0,0,,"1715 BADHAM BOULEVARD, REGINA, SK S4P0L9",Address,Wascana Addition,CANTERBURY COMMON CONDOMINIUM CORPORATION,Property Owner,"522-Office complex; office/store, office/apartment"
PRRN202501900,Renovation/Alteration,2025-07-21 00:00:00,Residential,Alteration and improvements,52000,0,0,,"100 WESTFIELD DRIVE, REGINA, SK S4S2S6",Address,Albert Park,OAKRIDGE REMODELING LTD,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202501958,Renovation/Alteration,2025-07-21 00:00:00,Residential,Alteration and improvements,5000,0,0,,"34 MOLLARD CRESCENT, REGINA, SK S4T6J2",Address,Mount Royal,TRIPLE R CONCRETE CUTTING,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202501034,Single/Semi-Detached Dwelling 1-2 units,2025-07-21 00:00:00,Residential,New construction,157300,1,2,,3060 DUMONT WAY,Address,The Towns,CITY OF REGINA,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202501831,Single/Semi-Detached Dwelling 1-2 units,2025-07-21 00:00:00,Residential,New construction,406600,1,2,,3157 FAVEL DRIVE,Address,The Towns,HOMES BY DREAM,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSS202501902,Secondary Suite,2025-07-21 00:00:00,Residential,Alteration and improvements,57000,1,0,,"3156 TROMBLEY STREET, REGINA, SK S4V3R9",Address,The Towns,PARMAR CONSTRUCTIONS CORP,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSS202501925,Secondary Suite,2025-07-21 00:00:00,Residential,Alteration and improvements,41000,1,0,,"5609 TUTOR WAY, REGINA, SK S4W0N5",Address,Harbour Landing,LUCKY LINKS BUILDING SERVICES LTD. - LUCKY ALUGE,Contractor,"210-Semi-Detached or Double House, single attached home"
PRBS202502022,Basement Development,2025-07-22 00:00:00,Residential,Alteration and improvements,40000,0,0,,"6959 MAPLE VISTA DRIVE, REGINA, SK S4X0J8",Address,Maple Ridge,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRDE202501102,Demolition,2025-07-22 00:00:00,Residential,Demolition,0,0,0,,"114 WALDEN CRESCENT, REGINA, SK S4N1L3",Address,Glencairn,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRDE202501803,Demolition,2025-07-22 00:00:00,Residential,Demolition,7500,0,0,1,"1400 E 12TH AVENUE, Unit:23 ROW C, REGINA, SK S4N0M6",Address,Glencairn,REDACTED,Property Owner,130-Mobile Home
PRDE202501820,Demolition,2025-07-22 00:00:00,Residential,Demolition,7500,0,0,1,"1400 E 12TH AVENUE, Unit:31 ROW D, REGINA, SK S4N0M6",Address,Glencairn,S & T PROPERTY MAINTENANCE - SEAN THOMSON,Contractor,130-Mobile Home
PRFR202501935,Foundation Repair,2025-07-22 00:00:00,Residential,Alteration and improvements,7200,0,0,,"9 MOTHERWELL CRESCENT, REGINA, SK S4S3Z3",Address,Hillsdale,AAA SOLID FOUNDATION,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRFR202501971,Foundation Repair,2025-07-22 00:00:00,Residential,Alteration and improvements,7975,0,0,,"2204 ELPHINSTONE STREET, REGINA, SK S4T3N8",Address,Old 33,AAA SOLID FOUNDATION,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRFR202501986,Foundation Repair,2025-07-22 00:00:00,Residential,Alteration and improvements,16100,0,0,,"1214 N BUTTERFIELD CRESCENT, REGINA, SK S4X3X1",Address,Rochdale Park,AAA SOLID FOUNDATION,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRFR202502004,Foundation Repair,2025-07-22 00:00:00,Residential,Alteration and improvements,3975,0,0,,"294 N LORNE STREET, REGINA, SK S4R3A9",Address,Cityview,AAA SOLID FOUNDATIONS LTD.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
